id_ords,data_provider,country,partner_product_category,product_category,brand,year_of_manufacture,repair_status,event_date,problem,translation,language
anstiftung_4272,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Epson,????,Repairable,2019-11-28,"Im Papiereinzug war im Betrieb zuvor mal ein Radiergummi hineingefallen und hatte für einen Papierstau gesorgt. Nach Beseitigung der Blockade bestanden aber weiterhin Probleme beim Einziehen der Seiten. Wie zerlegten das Gerät und inspizierten die Transportwalzen. Dann überprüften und reinigten wir alle Schalter und Lichtschranken, die für die Einzugserkennung zuständig waren. Eine konkrete Fehlerursache entdeckten wir dabei allerdings nicht. Die Dame möchte mit dem Gerät eventuell zu einem späteren Termin nochmal wiederkommen, wenn unser Druckerspezialist wieder mit dabei ist. Vielleicht hat der ja noch eine Idee.","In the paper feed times an eraser was in operation previously fallen and had caused a paper jam. but after removal of the blockade persisted trouble feeding the pages. How disassembled the device and inspected the transport rollers. Then we reviewed and cleaned all the switches and light barriers, which were responsible for the feed detection. A specific cause of the error, however, we did not discover it. The lady may want to come back to the device at a later date again if our printer specialist is back with us. Perhaps the still an idea.",de
anstiftung_4303,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Canon,2016,Unknown,2019-12-06,Gerät nach lautem Knall ohne Funktion,Device according loud bang without function,de
anstiftung_4330,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,HP,2016,End of life,2020-01-04,Druckkopf wird nicht mehr erkannt,Printhead is no longer recognized,de
anstiftung_4371,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Unknown,2019-01-13,defekt,malfunction,de
anstiftung_4426,anstiftung,DEU,Elektro Sonstiges ~ Faxgerät,Printer/scanner,Philips,2000,Repairable,2020-01-08,"Das Faxgerät dachte, dass es an permanenter Verstopfung litt und zeigte häufig „Papierstau“ an. Nachdem wir das Gerät auseinandergenommen und verstanden hatten, wie es funktionieren soll, entdeckten wir eine defekte Gabellichtschranke, die dem Gerät immer vorgaukelte, dass Papier im Einzugsschacht wäre. Wenn die Besucher mit dem Ersatzteil wiederkommen, können wir weitermachen.","The fax machine thought it was suffering from permanent constipation and often showed ""paper jam"" on. Having disassembled the device and had understood how it is to work, we discovered a defective light barrier, which always conjured up the device that paper would be in the input tray. If visitors to the spare parts return, we can move on.",de
anstiftung_4436,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Dell,2016,Repairable,2020-01-15,"Der Multifunktionsdrucker erkannte den Füllstand der gelben Kartusche nicht mehr, nach dem die Kartusche durch eine herstellerfremde baugleiche Kartusche ausgetauscht worden war. Wir hatten schon eine Vermutung aber überprüften trotzdem die funktionellen Bestandteile rund um die Kartuschentechnik. Abschließend machten wir noch ein Firmwareupdate. Der Kunde wird sich nun doch eine Original-Kartusche des Herstellers besorgen und sehen ob dies die Ursache des Problems war.","The multifunction printer did not recognize the level of the yellow cartridge more, after the cartridge had been replaced by a non-native identical cartridge. We already had a guess but still checked the functional components around the cartridge technology. Finally, we made a firmware update. The customer is now but an original cartridge get the manufacturer and see if this was the cause of the problem.",de
anstiftung_4439,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Canon,2018,Unknown,2020-01-15,"Der Drucker zeigte „ERRORCODE B200“. Wie wir nach Internetrecherchen feststellten ein häufiges Problem bei verschmutztem Druckkopf, bei diesem Drucker. Aber leider auch so verschmutzt, dass eine Reinigung nichts mehr brachte. Wir gaben dem Gast noch Hinweise zur Behandlung eines Tintenstrahldruckers um so etwas in Zukunft zu vermeiden.","The printer showed ""ERROR CODE B200"". We found that a common problem for contaminated printhead in the printer for Internet searches. But unfortunately so dirty that cleaning did nothing. We gave the guest is still out how to handle an inkjet printer to something to avoid in the future.",de
anstiftung_4564,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Fixed,2019-05-18,Nachbereitung nach Teilebestellung,Follow-up after ordering parts,de
anstiftung_4583,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Canon,????,Unknown,2020-01-16,Das erste Gerät stellte Canon Drucker vom Typ „Pixma IP4200“ dar. Aufgrund eines mechanischen Defekts zog er kein Papier mehr ein. Um die Mechanik ggf. zu tauschen wurde der Besucher an einen örtlichen Elektroschrottverwerter verwiesen um dort nach einem „Organspender“ zu schauen.,"The first device introduced Canon printer of the type ""Pixma IP4200"". Due to mechanical defects he pulled out of paper one more. The mechanics necessary to exchange the visitor was referred to a local electronic waste recyclers to look there for an ""organ donor"".",de
anstiftung_4677,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Canon,2014,Fixed,2019-10-16,Fehlermeldung,error message,de
anstiftung_47,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Unknown,2017-10-21,???,???,de
anstiftung_4751,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Unknown,2019-11-12,Patrone eingetrocknet,Cartridge dried,de
anstiftung_4794,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Canon,????,Fixed,2019-12-03,?,?,de
anstiftung_4825,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Fixed,2019-12-18,Stromversorgung geht nicht,Power does not go,de
anstiftung_4851,anstiftung,DEU,Elektro Sonstiges ~ Faxgerät,Printer/scanner,Philips,2000,Unknown,2020-01-28,"Für das Faxgerät „Philips FAX Magic Vox“ vom RepairCafé im Weberbau hatten wir die Gabellichtschranken als Ersatzteil besorgt. Nach dem Einbau blieb aber der ersehnte Erfolg aus. Es wurde wieder Papierstau angezeigt. Nach genauerer Untersuchung stellte sich nun raus, dass die Lichtschranken in Ordnung waren. Damit mussten wir leider die Arbeiten daran einstellen – Fehler nicht gefunden.","For the fax machine ""Philips FAX Magic Vox"" from the Repair Café in Weberbau we had worried the fork sensors as spare parts. After installation but the awaited success did not come. There was a paper jam reappear. After closer examination, it then turned out that the light barriers were in order. So we had to work to adjust it - not found errors.",de
anstiftung_4967,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Brother,2017,Repairable,2020-02-01,"Druckbild kaum erkennbar, Druckkopf verschmutzt","Print image barely recognizable, Printhead is dirty",de
anstiftung_5016,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,HP,2019,Fixed,2020-02-19,"An dem Drucker wolte der Papiereinzug nicht so recht. Die Vermutung eines Fremdkörpers hatte sich nach der gemeinsamen Demontage bestätigt. Es war aber kein Zahnstocher, wie von der Besitzerin vermutet, sondern unbekannte Plasteteilchen. Wir reinigten alles und der Drucker konnte geheilt entlassen werden.","At the printer of the paper feed Wolte not know. The assumption of a foreign body had been confirmed by the common disassembly. but it was not a toothpick, as suspected by the owner, but unknown Plasteteilchen. We cleaned everything and the printer could be discharged cured.",de
anstiftung_5030,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,HP,2017,Fixed,2020-02-20,"An dem Drucker wurde kein schwarz mehr gedruckt. Bei der Überprüfung funktionierte es auf einmal wieder, wenn auch schlecht. Der Gast wird die kürzlich erworbene Patrone reklamieren.","At the printer is printed in black no more. In reviewing it worked at once, albeit poorly. The guest will claim the recently acquired cartridge.",de
anstiftung_5113,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,End of life,2020-03-08,"Kopierfunktion defekt, Scansensor","Copy function defective, scan sensor",de
anstiftung_5119,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Fixed,2020-03-07,"Drucker druckt nicht, läuft an, aber zieht die Blätter nicht ein",Printer is not printing starts but does not feed the sheets,de
anstiftung_5126,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Fixed,2020-03-07,Papierandruckwalze defekt,paper press defective,de
anstiftung_5140,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Repairable,2020-03-07,Netzteil defekt,Power supply defective,de
anstiftung_5147,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,HP,????,Unknown,2020-03-10,Druckkopf Fehlercode,Printhead error code,de
anstiftung_5165,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Epson,????,Unknown,2020-01-23,"Erneut versuchten wir uns heute an der Reparatur des Epson „XP-325“ Tintenstrahldruckers. Ein in die Einzugsmechanik geratener Fremdkörper hatte bei diesem eine Blockade verursacht, sodass der Drucker einen Papierstau mit der Fehlermeldung „E-01“ anzeigte. Der Papiereinzug funktionierte aber selbst nach Entfernen des feststeckenden Teils nicht mehr richtig. Wir vermuten, dass das Transportgetriebe mechanisch mit dem Antriebsmotor und der Elektronik synchronisiert ist und aufgrund der Blockade seine ursprüngliche Position verloren hat. Eine Neueinstellung wollte uns ohne Serviceunterlagen zum Gerät jedoch nicht gelingen.","Again we tried today ""325 XP"" inkjet printer in the repair of Epson. A more advisable in the feeding mechanism foreign body had caused a blockage in this, so that the printer indicating a paper jam with the error message ""E-01"". but the pickup was not working even after removal of the stuck part properly. We suspect that the transport gear is mechanically synchronized with the drive motor and the electronics and lost due to the blockade of its original position. However readjustment would not succeed without service documents to the device.",de
anstiftung_5314,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,HP,2009,Fixed,2020-05-28,Fehler: Papierstau und Quitschen beim DruckenEinzugsrollen getauscht,Error: paper jam and squeak exchanged during the printing feed rollers,de
anstiftung_5345,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Unknown,2020-01-25,druckt nicht mehr - irreparabel,no longer prints - irreparably,de
anstiftung_5378,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,HP,2010,Repairable,2020-06-04,"Patronen werden nicht erkannt.Patronenkontakte gereinigt und neu eingesetzt. Bei schwarzer Patrone wird Fehler gemeldet.Da noch in der Garantie, Empfehlung Einsendung an den Hersteller.","Cartridges are not recognized. Cartridge contacts cleaned and used. In black cartridge error. As still under warranty, recommendation is returned to the manufacturer.",de
anstiftung_5382,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Samsung,2012,Repairable,2020-06-04,"Keine Funktion, auch alle LEDs dunkel.Netzteil getauscht, drucker geht wieder an. Allerding mit Fehlermeldung: Resttoner voll.Gast besorgt neuen Behälter","No function, all LEDs dark. PSU exchanged, printer goes again. All thing with error message: Waste toner full. Guest worried new container",de
anstiftung_5400,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,OKI,2013,Unknown,2020-06-18,"Drucker startet nicht mehr, LED blinkt, mehr passiert nicht.Steckverbinde neu gesteckt, Elkos nachgemessen, Fehler nicht gefunden","Printer does not start more LED flashes, nothing more happens. newly inserted Steckverbinde, remeasured electrolytic capacitors, error not found",de
anstiftung_5431,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Unknown,2020-07-05,nicht funktioniert,does not work,de
anstiftung_5434,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Unknown,2020-07-05,fehlercode beim drucken. behältnis von druckerpatronen klemmt.,Print error code when. to containers catch on printer cartridges.,de
anstiftung_5440,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Canon,2013,Unknown,2020-07-09,"Lief noch, aber verspritzte keine Tinte mehr. Wir haben den Druckkopf ausgebaut und versuchten die Verstopfung mit Alkohol zu behandeln, aber das führte erstmal nicht zum Erfolg. Der Gast wird es zu hause nocheinmal längere Zeit versuchen. Vielleicht kann er den Druckkopf wiederbeleben.","still running, but no ink splashed more. We have expanded the print head and tried clogging with alcohol to deal with, but that did not lead to success first. The guest will try it at home once a long time. Maybe he can revive the printhead.",de
anstiftung_5447,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,HP,????,Unknown,2020-07-15,"Die grüne LED am externen Netzteil leuchtete nicht mehr und es gab keine Spannung aus. Wir untersuchten das Netzteil und fanden gleich einen explodierten SMD-Widerstand vor. Neben diesem Bauteil waren auch noch ein normaler Widerstand, die Primärsicherung, der N-Kanal-MOSFET und eine Schottky-Diode durchgebrannt. Die Bauteile könnte man ersetzen und das Netzteil damit reparieren, aber der Aufwand ist recht hoch. Im Internet ist ein gebrauchtes Ersatznetzteil für wenige Euro zu haben, da lohnt sich die Reparatur nicht.","The green LED on the external power supply is not lit and there was more of no suspense. We studied the power supply and found just outside one exploded SMD resistor. Apart from this component even a normal resistance, the primary safety device, the N-channel MOSFET and a Schottky diode were blown. The components could replace and repair the power supply with it, but the effort is quite high. On the Internet, a used replacement power supply can be had for a few euros because the repair is not worthwhile.",de
anstiftung_5467,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Fixed,2020-08-01,"Zahnrad gebrochen, mit Sekundenkleber repariert","Gear broken, repaired with superglue",de
anstiftung_5528,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Anet,2015,Fixed,2020-08-25,"Er förderte das Material nicht richtig nach und druckte nicht gut. Wir schauten uns die Filamentzufuhr an und reinigten den Vortrieb. Der Besitzer hatte noch nicht viel Erfahrung mit solchen Geräte und so erklärten wir ihm noch ein paar Basics. Nachdem die Temperatur des Heizelements entsprechend des verwendeten Materials eingestellt war, druckte das Gerät wieder gut.","He did not promote the material right after and did not print well. We looked at the Filamentzufuhr and cleaned propulsion. The owners have not had much experience with such devices and so we told him a few basics. After the temperature of the heater was set according to the material used, the machine printed well again.",de
anstiftung_5531,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Samsung,2015,Fixed,2020-08-25,"Er hatte Probleme dabei, Papier einzuziehen und zeigte den Fehler „#A3-6110“ an. Wir untersuchten das Gerät und fanden die Ursache in rutschenden Magnetkupplungen. Als diese und auch die Papiereinzugsrollen gereinigt waren, ging der Drucker wieder zuverlässig.","He had trouble getting to feed paper and displays the error ""# A3-6110"" on. We examined the device and found the cause in slipping clutches. As these and the paper feed rollers were cleaned, the printer was reliable again.",de
anstiftung_5554,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Samsung,2017,Fixed,2020-09-03,Erkennt Patrone nicht. Chip am Toner defekt. Gast kauft neuen Toner,does not recognize cartridge. Chip on the toner defective. Guest buys new toner,de
anstiftung_5555,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,HP,2016,Unknown,2020-09-03,"Gerät untersucht, kein offensichtlicher Defekt. Halbleiter durchgemessen, eine defekte Diode gefunden und gewechselt. Trotzdem fehlt noch eine Spannung. Controller defekt - als Ersatzteil nicht zu bekommen.",Unit examined no obvious defect. Semiconductors by measuring a defective diode found and changed. Still a voltage is missing. Controller defective - not to get a spare part.,de
anstiftung_5570,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Brother,2015,Fixed,2020-09-10,"Er verursachte immer wieder Papierstau. Deshalb war er schon in einer Fachwerkstatt vorgestellt worden, die ein defektes Zahnrad diagnostizierte und einen Reparaturpreis von 300 € (!) aufrief. Das ist teurer als ein Neugerät und nicht sinnvoll. Die Besitzerin fragte uns nach einer Zweitmeinung und wir konnten keinen Fehler finden. Wir reinigten das Gerät und es druckte einwandfrei. Möglicherweise gab es eine Blockade, die sich durch den Transport wieder gelöst hat.","It caused repeatedly jam. Therefore, he had already been presented in a workshop, which diagnosed a broken gear and a repair price of 300 € (!) Called. This is more expensive than a new device and not useful. The owner asked us for a second opinion and we could find no fault. We purified the device and printed properly. Perhaps there was a blockade that has been released again by the transport.",de
anstiftung_559,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Fixed,2018-12-18,reinigen,clean,de
anstiftung_578,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Brother,2014,Unknown,2019-01-01,"der Drucker reagiert einfach nicht. Dioden leuchten, läßt sich aber nicht ansprechen via Computer ...","the printer just not responding. Diodes light, but can not be addressed via computer ...",de
anstiftung_641,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Unknown,2019-01-23,n.a.,n . a.,en
anstiftung_709,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Repairable,2019-01-30,Farbköpfe verstopft,Color heads clogged,de
anstiftung_804,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Fixed,2019-02-16,Schaltet nicht ein,Do not turn on,de
anstiftung_819,anstiftung,DEU,Elektro Sonstiges ~ Faxgerät,Printer/scanner,Unknown,????,Unknown,2019-01-19,Ankommede Rufe funktionieren nicht,Ankommede calls do not work,de
anstiftung_836,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Repairable,2019-02-23,Patronenwagen hängt,Print carriage depends,de
anstiftung_851,anstiftung,DEU,Computer ~ Scanner,Printer/scanner,Unknown,????,Fixed,2019-02-23,funktioniert nicht,it does not work,de
anstiftung_892,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,Unknown,????,Repairable,2019-03-06,"Schlechtes DruckbildNoch in Arbeit, weil Zeit reichte nicht aus","Poor printing still in the works, because not enough time",de
anstiftung_935,anstiftung,DEU,Computer ~ Drucker,Printer/scanner,HP,????,Unknown,2019-03-21,Gerät druckt kein schwarz. Gerät gereinigt.,Unit will not print black. Unit cleaned.,de
fixitclinic_118,Fixit Clinic,USA,printer,Printer/scanner,HP,2010,Repairable,2018-04-26,printer ~ paper jam error with no paper jammed. ,printer ~ paper jam error with no paper jammed. ,en
fixitclinic_219,Fixit Clinic,USA,ink jet printer,Printer/scanner,canon - older model (5 years?),????,Repairable,2018-10-14,ink jet printer,ink jet printer,en
fixitclinic_452,Fixit Clinic,USA,laser printer,Printer/scanner,HP,????,Repairable,2019-05-22,laser printer,laser printer,en
fixitclinic_481,Fixit Clinic,USA,printer,Printer/scanner,epson,2013,Unknown,2019-08-12,printer ~ Heads dried up,printer ~ Heads dried up,en
fixitclinic_482,Fixit Clinic,USA,Printer,Printer/scanner,Unknown,2016,Repairable,2019-08-13,Printer,Printer,en
fixitclinic_601,Fixit Clinic,USA,A Scanner ,Printer/scanner,FUJITSU,????,Unknown,2020-01-14,A Scanner ,A Scanner ,en
fixitclinic_651,Fixit Clinic,USA,Printere,Printer/scanner,HP,2013,Repairable,2020-04-14,Printere ~ Black ink is not printing at all. ,Printere ~ Black ink is not printing at all. ,en
rcint_10052,Repair Café International,NLD,Computers/phones ~ Printer/scanner,Printer/scanner,HP,????,Repairable,2018-10-06,kopieerd niet,not copied,nl
rcint_10125,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,????,Repairable,2018-10-06,doet het niet meer,does not work anymore,nl
rcint_10135,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,????,End of life,2018-10-06,print niet meer,print no more,nl
rcint_10170,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Brother,2009,End of life,2018-10-06,Zwarte cartridge werkt niet meer,Black cartridge is not,nl
rcint_10224,Repair Café International,NLD,Computers/phones ~ Printer/scanner,Printer/scanner,HP,2012,End of life,2018-10-06,wagen is vastgelopen bij het wisselen van de cartridge.,carriage jam when changing the cartridge.,nl
rcint_10261,Repair Café International,FRA,Computers/phones ~ Printer,Printer/scanner,Epson,????,End of life,2018-10-06,Tampon d'encre satur? Je n'arrive pas? trouver comment ouvrir pour le changer,ink pad saturated? I can not? find how open to change,fr
rcint_10382,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Epson,2014,Fixed,2018-10-13,inktpatroon zit vast,Cartridge is stuck,nl
rcint_10423,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Unknown,2015,Repairable,2018-10-13,Spoelt niet,rinse out,nl
rcint_10466,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Epson,????,End of life,2018-10-13,doet het niet meer,does not work anymore,nl
rcint_10682,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2011,End of life,2018-10-26,pakt geen papier,picks up paper,nl
rcint_10727,Repair Café International,NLD,Household appliances electric ~ Printer,Printer/scanner,HP,1015,End of life,2018-10-27,Zwate cartridge doet het niet,Zwate cartridge does not,nl
rcint_10898,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,????,Fixed,2018-11-02,doet het niet meer,does not work anymore,nl
rcint_10927,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2010,Fixed,2018-11-03,papier transport storing,Paper transport jam,nl
rcint_10936,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2011,End of life,2018-11-03,geeft error,indicates error,nl
rcint_1100,Repair Café International,FRA,Computers/phones ~ Printer,Printer/scanner,Unknown,????,End of life,2017-05-20,Ne répond plus (coupure de la connexion entre la machine et l'ordinateur),Responding (cutting the connection between the machine and the computer),fr
rcint_11007,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Brother,????,Fixed,2018-11-03,print slecht,print bad,nl
rcint_11023,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Epson,????,Fixed,2018-11-03,print geen zwart,not print black,nl
rcint_11051,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Samsung,????,End of life,2018-11-03,na nieuwe patronen inzetten doet hij niet meer,"after inserting new patterns, it does not work anymore",nl
rcint_1121,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2010,Fixed,2017-05-27,Waarschijnlijk mechanisch defect.,Probably mechanical failure.,nl
rcint_11309,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2013,Fixed,2018-11-10,aanhoudende foutmelding ook na vervanging cartridges,persistent error message even after replacement cartridges,nl
rcint_11332,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Samsung,2013,Fixed,2018-11-10,wordt heel warm,is very hot,nl
rcint_11373,Repair Café International,NLD,Display and sound equipment ~ Copier,Printer/scanner,Unknown,????,End of life,2018-11-10,Weigert dienst,refused service,nl
rcint_11419,Repair Café International,NLD,Other ~ Printer,Printer/scanner,Brother,2016,Fixed,2018-11-15,papier loopt vast,Paper jams,nl
rcint_11515,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,????,End of life,2018-11-16,papier transport,paper transport,fr
rcint_11552,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,????,End of life,2018-11-17,Is defect na annuleren van kopie,Defective after canceling copy,nl
rcint_11652,Repair Café International,NLD,Display and sound equipment ~ Printer/scanner,Printer/scanner,Canon,????,Fixed,2018-11-23,B200 foutmelding,B200 error,nl
rcint_11891,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,1993,End of life,2018-11-25,Geeft strepen en na schoonmaken niet gelukt,Displays lines and failed after cleaning,nl
rcint_12016,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,????,End of life,2018-12-01,ratelend geluid en doet niets,rattling noise and does nothing,nl
rcint_12121,Repair Café International,NLD,Display and sound equipment ~ Scanner,Printer/scanner,Maginon,2000,Fixed,2018-12-01,negatieven en foto's kunnen niet meer worden gescand,negatives and photos can not be scanned,nl
rcint_12128,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Unknown,????,End of life,2018-12-01,print niet,print out,nl
rcint_12241,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2013,End of life,2018-12-01,papierinvoer stagneert,paper supply stagnates,nl
rcint_12286,Repair Café International,NLD,Computers/phones ~ Printer/scanner,Printer/scanner,HP,2008,End of life,2018-12-01,cartrigde bijvullen,refill cartridge,nl
rcint_12293,Repair Café International,NLD,Other ~ Printer/scanner,Printer/scanner,Canon,2015,End of life,2018-12-01,ingedroogde catridges,dried catridges,nl
rcint_12298,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2013,End of life,2018-12-01,voeding stuk,power supply piece,nl
rcint_1230,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2000,Fixed,2017-06-03,onbekend,unknown,nl
rcint_12313,Repair Café International,NLD,Computers/phones ~ Printer/scanner,Printer/scanner,Canon,????,End of life,2018-12-01,"Foutcode, absorbtiekussen vol","Error code, absorption pad full",nl
rcint_12337,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Unknown,????,Fixed,2018-12-01,Geeft inktprobleem,Displays ink problem,nl
rcint_12445,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Unknown,????,Fixed,2018-12-07,Papiertransport werkt niet,Paper transport does not work,nl
rcint_12451,Repair Café International,NLD,Computers/phones ~ Printer/scanner,Printer/scanner,Canon,2016,Fixed,2018-12-08,cartridgehouder,cartridgehouder,en
rcint_12487,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2013,Fixed,2018-12-08,papier vastgelopen,Paper jam,nl
rcint_12550,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2014,Repairable,2018-12-08,Geeft foutmelding over printkop,Displays error message Printhead,nl
rcint_12584,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2014,Fixed,2018-12-13,Wagen storing,carriage breakdown,nl
rcint_12597,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2010,End of life,2018-12-14,Papierinvoer stroef,Paper Feed rough,nl
rcint_12619,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Samsung,????,End of life,2018-12-20,donatie onderdelen,donation items,nl
rcint_1262,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2012,Repairable,2017-06-03,onbekend,unknown,nl
rcint_12745,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Samsung,2009,Fixed,2018-12-29,voert papier slecht door en rook,feeds paper poorly and smokes,nl
rcint_12753,Repair Café International,NLD,Computers/phones ~ Printer/scanner,Printer/scanner,HP,????,Repairable,2018-12-29,doet het niet meer,does not work anymore,nl
rcint_12836,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2014,Fixed,2019-01-05,papier wordt niet opgedraaid,Paper not feeding,nl
rcint_12872,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,????,End of life,2019-01-05,papierstoring,jam,nl
rcint_12888,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2008,Repairable,2019-01-05,werkt niet,does not work,nl
rcint_12889,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,????,Repairable,2019-01-05,lampje gaat steeds branden,light always lights up,nl
rcint_12950,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2016,Repairable,2019-01-05,vervuilde printerkop en verkeerde inkt,contaminated printhead and ink wrong,nl
rcint_12971,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2010,End of life,2019-01-05,startproblemen,starting problems,nl
rcint_13105,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2008,Repairable,2019-01-05,Waarschijnlijk cartridge uitgedroogd,Probably cartridge dehydrated,nl
rcint_13121,Repair Café International,NLD,Other ~ Printer,Printer/scanner,Epson,2015,End of life,2019-01-05,defect,defect,en
rcint_13201,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Brother,2014,Fixed,2019-01-10,reinigt niet meer,cleans out more,nl
rcint_13233,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2013,End of life,2019-01-12,foutcode,DTC,nl
rcint_13297,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,????,End of life,2019-01-12,Papier blijft hangen,Paper gets stuck,nl
rcint_13389,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Unknown,????,Fixed,2019-01-12,Loopt vaak vast,often freezes,nl
rcint_13492,Repair Café International,GBR,Display and sound equipment ~ Printer,Printer/scanner,Epson,2015,Fixed,2019-01-19,black doesn't print,black doesn't print,en
rcint_13567,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Brother,2007,Repairable,2019-01-26,"Na plaatsen nieuwe inktpatronen, verschijnt er niets op papier bij het printen. Te lang niet geprint?","After inserting new ink cartridges, nothing appears on paper when printing. Not printed for too long?",nl
