id,data_provider,country,partner_product_category,product_category,brand,year_of_manufacture,repair_status,event_date,problem,language,translated
restart_8298,The Restart Project,ITA,Decorative or safety lights ~ Emergency light,Decorative or safety lights,Emergency lamp,????,Repairable,2018-05-13,NI-Cd battery failed,en,NI-Cd battery failed
rcint_23766,Repair Café International,NLD,Other ~ Wrist watch,Watch/clock,Zentia,1999,End of life,2019-10-26,Nieuw batterijtje plaasten,nl,Placing new battery
rcint_24301,Repair Café International,NLD,Other ~ Wrist watch,Watch/clock,Unknown,????,Repairable,2019-11-02,nieuwe batterij inzetten,nl,new battery use
rcint_22670,Repair Café International,NLD,Display and sound equipment ~ Headphones,Headphones,Unknown,????,Repairable,2019-10-05,nieuwe batterijen inzetten,nl,insert new batteries
restart_9713,The Restart Project,NOR,Toy,Toy,Maisto Tech,2017,Repairable,2018-10-20,No contact with battery,en,No contact with battery
restart_13830,The Restart Project,GBR,Decorative or safety lights,Decorative or safety lights,Unknown,????,Repairable,2019-06-15,"No light - stripped and cleaned, needs new rechargable batteries",en,"No light - stripped and cleaned, needs new rechargable batteries"
restart_9761,The Restart Project,GBR,Digital Compact Camera,Digital compact camera,Olympus,????,Repairable,2018-10-20,"No picture on screen - seems that battery is broken, as works with plugged into mains, but screen broken.",en,"No picture on screen - seems that battery is broken, as works with plugged into mains, but screen broken."
restart_12743,The Restart Project,GBR,Portable radio,Portable radio,Philips,????,Repairable,2019-04-20,"No reception - intermittent power issue, but hard to locate broken connection. Returning to investigate with another PSU or batteries.",en,"No reception - intermittent power issue, but hard to locate broken connection. Returning to investigate with another PSU or batteries."
restart_10964,The Restart Project,GBR,Mobile,Mobile,Samsung,????,Repairable,2019-01-19,Not always staying on - needs new battery,en,Not always staying on - needs new battery
restart_12209,The Restart Project,CAN,Tablet,Tablet,Unknown,????,Repairable,2019-03-22,Not booting : the battery seemd faulty and need to be changed,en,Not booting : the battery seemd faulty and need to be changed
restart_4513,The Restart Project,ITA,Laptop small,Laptop,HP,????,End of life,2017-03-11,Not booting. With or without battery or HD. Only running sometimes the BIOS. Not booting from USB. Old model with 512 MB of RAM,en,Not booting. With or without battery or HD. Only running sometimes the BIOS. Not booting from USB. Old model with 512 MB of RAM
restart_2691,The Restart Project,GBR,Mobile,Mobile,Apple,????,Repairable,2016-05-18,"Not charging - needs a new battery, diagnosed",en,"Not charging - needs a new battery, diagnosed"
restart_9566,The Restart Project,GBR,Misc ~ Toothbrush,Hair & beauty item,Braun,2015,Repairable,2018-10-13,Not charging to capacity.  Was able to open without damage to works.  Motor assembly needs cleaning and NiCad battery probably end of life.  Appears replaceable.  No time for further work. may be repairable with battery if available.,en,Not charging to capacity.  Was able to open without damage to works.  Motor assembly needs cleaning and NiCad battery probably end of life.  Appears replaceable.  No time for further work. may be repairable with battery if available.
restart_2165,The Restart Project,GBR,Mobile,Mobile,Apple,????,Repairable,2016-01-25,"Not charging, battery replaced",en,"Not charging, battery replaced"
restart_15710,The Restart Project,GBR,Misc ~ Baby monitor,Small home electrical,Amazon,2018,Repairable,2019-11-09,Not charging. Needs battery.,en,Not charging. Needs battery.
restart_1143,The Restart Project,GBR,DLSR / Video Camera,DSLR/video camera,FUJIFILM,????,Repairable,2015-01-24,Not charging. needs new battery.,en,Not charging. needs new battery.
restart_7890,The Restart Project,GBR,Handheld entertainment device ~ Games console,Games console,nintendo,2014,Repairable,2018-04-21,not charging. new battery needed as old gave no voltage output,en,not charging. new battery needed as old gave no voltage output
restart_12359,The Restart Project,GBR,Misc,Misc,Unknown,????,Repairable,2019-03-24,"Not closing, needs new battery.",en,"Not closing, needs new battery."
restart_2711,The Restart Project,GBR,Mobile,Mobile,Samsung,????,Repairable,2016-05-18,Not hold a charge - new battery needed,en,Not hold a charge - new battery needed
restart_1818,The Restart Project,GBR,Mobile,Mobile,LG,????,Repairable,2015-10-20,"Not holding a charge. Spare battery does not appear to work, but needs time to verify.",en,"Not holding a charge. Spare battery does not appear to work, but needs time to verify."
restart_13708,The Restart Project,GBR,Power tool ~ Drill,Power tool,Bosch,????,End of life,2019-06-08,Not powering up.  Circuit/battery problems.,en,Not powering up.  Circuit/battery problems.
restart_15281,The Restart Project,GBR,Mobile,Mobile,Unknown,2017,Repairable,2019-10-19,"Not switching on, maybe battery gone",en,"Not switching on, maybe battery gone"
restart_10084,The Restart Project,GBR,Portable radio,Portable radio,Tevlon,2008,End of life,2018-11-10,Not working - battery leak leading to serious corrosion.,en,Not working - battery leak leading to serious corrosion.
restart_15881,The Restart Project,GBR,Handheld entertainment device,Handheld entertainment device,Unknown,????,Repairable,2019-11-16,Not working - need new battery in receiver box,en,Not working - need new battery in receiver box
restart_14518,The Restart Project,GBR,Tablet,Tablet,Yaarvick,????,Repairable,2019-09-07,Not working.  Found needs new battery.,en,Not working.  Found needs new battery.
restart_9768,The Restart Project,GBR,Power tool ~ Hedge trimmer,Power tool,Eckman,????,Repairable,2018-10-20,"Not working.  Unable to id fault, but suspect battery packs dead.",en,"Not working.  Unable to id fault, but suspect battery packs dead."
restart_11486,The Restart Project,GBR,Toy,Toy,Unknown,????,Repairable,2019-02-16,Not working/battery not connecting with function,en,Not working/battery not connecting with function
restart_10506,The Restart Project,ITA,Vacuum,Vacuum,Unknown,????,Repairable,2018-11-24,Old batteries not maintaining the charge,en,Old batteries not maintaining the charge
restart_12982,The Restart Project,ESP,Handheld entertainment device ~ iPod,Handheld entertainment device,Apple,????,Repairable,2019-05-06,Old battery,en,Old battery
restart_14473,The Restart Project,SWE,Power tool,Power tool,Bosch,????,Repairable,2019-09-01,old battery,en,old battery
restart_6566,The Restart Project,ITA,Handheld entertainment device ~ CD player,Handheld entertainment device,penny,????,End of life,2017-11-18,"Old portable disk player with battery box broken, oxidized contacts, and blocked motor. Keepsake not put in the waste.",en,"Old portable disk player with battery box broken, oxidized contacts, and blocked motor. Keepsake not put in the waste."
restart_10226,The Restart Project,GBR,Laptop medium,Laptop,HP,2011,Repairable,2018-11-11,"Only stays powered for about 20 minutes on battery.  Participant was not aware the battery could be removed and replaced, shown how to do this and how to order a replacement.",en,"Only stays powered for about 20 minutes on battery.  Participant was not aware the battery could be removed and replaced, shown how to do this and how to order a replacement."
restart_15243,The Restart Project,SWE,Toy,Toy,Unknown,2009,Repairable,2019-10-19,only turns one way. Could not inspect because particpant did not bring correct batteries. Will continue next event.,en,only turns one way. Could not inspect because particpant did not bring correct batteries. Will continue next event.
restart_1915,The Restart Project,GBR,Laptop medium,Laptop,Toshiba,????,Repairable,2015-11-21,Only works on mains. needs new battery.,en,Only works on mains. needs new battery.
rcint_12288,Repair Café International,NLD,Household appliances electric ~ Window wiper,Small home electrical,Leifheit,2016,End of life,2018-12-01,oplaad batterrij defect,nl,batterie charging failure
rcint_4348,Repair Café International,NLD,Computers/phones ~ Smartphone,Mobile,Apple,2010,Repairable,2018-01-13,Oude batterij,nl,old battery
rcint_23614,Repair Café International,NLD,Household appliances electric ~ Handheld vacuum cleaner,Vacuum,Black & Decker,2004,Repairable,2019-10-25,Oude batterijen,nl,old batteries
restart_7879,The Restart Project,GBR,Lamp,Lamp,Unknown,????,Repairable,2018-04-19,"Outside light, intermittently working. Needs new battery.",en,"Outside light, intermittently working. Needs new battery."
restart_239,The Restart Project,GBR,Laptop medium,Laptop,Unknown,????,Repairable,2013-11-16,"Overheating, dead battery",en,"Overheating, dead battery"
restart_11719,The Restart Project,GBR,Mobile,Mobile,Samsung,2012,Repairable,2019-02-23,"overheats /malfunctions, battery bulging, needs new battery",en,"overheats /malfunctions, battery bulging, needs new battery"
restart_5026,The Restart Project,GBR,Laptop medium,Laptop,Toshiba,????,Repairable,2017-05-09,Owner was not able to restore system from discs. BIOS/password problem. Advised to remove the cmos battery for >25min and reset,en,Owner was not able to restore system from discs. BIOS/password problem. Advised to remove the cmos battery for >25min and reset
rcint_3818,Repair Café International,NLD,Clocks / alarm clocks ~ Clock,Watch/clock,Unknown,????,End of life,2017-12-08,oxide bij batterij,nl,oxide during battery
rcint_29834,Repair Café International,FRA,Other ~ Fitness machine,Large home electrical,Unknown,????,End of life,2020-02-15,Oxydation circuit de la batterie NI-MH,fr,Circuit oxidation of the Ni-MH battery
restart_7267,The Restart Project,CAN,Tablet,Tablet,Unknown,????,Repairable,2018-02-22,Pb allumage de batterie,fr,Pb battery ignition
restart_13949,The Restart Project,GBR,Laptop medium,Laptop,Dell,????,Repairable,2019-06-25,Performance. Battery? - Updated - battery need more investigation,en,Performance. Battery? - Updated - battery need more investigation
restart_10518,The Restart Project,HKG,Mobile,Mobile,Apple,2016,Repairable,2018-11-25,"Phone runs slow; changed battery 1 month ago but doesn't help, 4Gb of storage left from 64",en,"Phone runs slow; changed battery 1 month ago but doesn't help, 4Gb of storage left from 64"
restart_5705,The Restart Project,GBR,Handheld entertainment device ~ Games console,Games console,Nintendo,????,Repairable,2017-07-22,Pokemon Game Boy Cartridge - not saving data. Possible battery change needed. Unable to open without proprietary screwdriver. Advice given.,en,Pokemon Game Boy Cartridge - not saving data. Possible battery change needed. Unable to open without proprietary screwdriver. Advice given.
restart_1023,The Restart Project,GBR,Mobile,Mobile,Apple,????,Repairable,2014-11-22,Poor battery ilfe and screen cracked,en,Poor battery ilfe and screen cracked
restart_16404,The Restart Project,GBR,Vacuum,Vacuum,Unknown,2015,Repairable,2020-01-11,Possible battery priblem,en,Possible battery priblem
restart_7075,The Restart Project,GBR,Laptop medium,Laptop,Unknown,????,Repairable,2018-01-28,Possible PSU or battery problem.,en,Possible PSU or battery problem.
restart_11771,The Restart Project,GBR,Toy,Toy,Unknown,2018,Repairable,2019-02-23,possibly needs new battery,en,possibly needs new battery
restart_3341,The Restart Project,GBR,Mobile,Mobile,Unknown,????,Repairable,2016-10-01,Power issue. Dead battery. Some progress.,en,Power issue. Dead battery. Some progress.
restart_4027,The Restart Project,GBR,Power tool ~ Power workshop,Power tool,Unknown,????,Repairable,2016-12-10,Power workshop - battery gone,en,Power workshop - battery gone
restart_8699,The Restart Project,GBR,Mobile,Mobile,Samsung,????,Repairable,2018-07-07,"Problem: Won't charge.  Diagnosis:  It was charging 20 mA, which looked like it was fully charged and trickle charging. It wasn't recognised by a laptop (nothing appeared on the USB) so it was not a case of it being switched on with a dead screen. We tried all the Android resetting key combinations we could find with no effect. Accessing the battery requires taking out the (broken) screen and a mid plate. The phone is under warranty but Samsung refused to repair it under warranty as the screen is broken on the sides and would shatter when opening the phone.  Owner was going to check with Lovephone.",en,"Problem: Won't charge.  Diagnosis:  It was charging 20 mA, which looked like it was fully charged and trickle charging. It wasn't recognised by a laptop (nothing appeared on the USB) so it was not a case of it being switched on with a dead screen. We tried all the Android resetting key combinations we could find with no effect. Accessing the battery requires taking out the (broken) screen and a mid plate. The phone is under warranty but Samsung refused to repair it under warranty as the screen is broken on the sides and would shatter when opening the phone.  Owner was going to check with Lovephone."
restart_17794,The Restart Project,BEL,Misc,Misc,Unknown,2018,End of life,2020-09-20,Problème batterie.,fr,battery problem.
restart_4917,The Restart Project,ITA,DLSR / Video Camera,DSLR/video camera,Sony,????,End of life,2017-04-22,Proprietary battery dead (Old camera),en,Proprietary battery dead (Old camera)
anstiftung_2032,anstiftung,DEU,Elektro Sonstiges ~ Uhr,Watch/clock,Unknown,????,Repairable,2018-12-06,Pufferbatterie erschöpft. Hilfe beim Aufschrauben und Hinweis auf Bezugsquellen für den Akku. Einbau durch besitzer selbst.,de,Backup battery exhausted. Help when screwing and reference to sources of supply for the battery. Installation by owners themselves.
restart_16334,The Restart Project,GBR,Laptop medium,Laptop,Unknown,????,Repairable,2019-12-21,Queries over how it's working and not - advised to replace battery,en,Queries over how it's working and not - advised to replace battery
restart_16317,The Restart Project,GBR,Portable radio,Portable radio,Matsui,????,End of life,2019-12-21,"Radio not playing - believe input transformer broken and part unavailable, use batteries.",en,"Radio not playing - believe input transformer broken and part unavailable, use batteries."
rcint_20727,Repair Café International,CAN,Household appliances electric ~ Kitchen scales,Small kitchen item,Escali,2005,End of life,2019-08-24,Read Out almost illegible even with a new battery,en,Read Out almost illegible even with a new battery
restart_13368,The Restart Project,GBR,Vacuum,Vacuum,Philips,2007,Repairable,2019-05-19,"rechargeable batteries dead, need replacing",en,"rechargeable batteries dead, need replacing"
rcint_21388,Repair Café International,AUS,Tools electric ~ Lamp/lighting,Lamp,Arlec,????,Repairable,2019-09-08,Rechargeable torch batteries need replacing - returned following month & had them installed by Kristian,en,Rechargeable torch batteries need replacing - returned following month & had them installed by Kristian
restart_8379,The Restart Project,GBR,Vacuum,Vacuum,Dirt Devil,????,Repairable,2018-05-19,"Reduced suction. Needs battery pack, can be done at home.",en,"Reduced suction. Needs battery pack, can be done at home."
restart_2878,The Restart Project,GBR,Small kitchen item ~ Rice cooker,Small kitchen item,Unknown,????,Repairable,2016-06-11,Rice cooker. Working but needs help putting in new battery. Manufacturer has welded in battery even though it is supposed to be changeable by user.,en,Rice cooker. Working but needs help putting in new battery. Manufacturer has welded in battery even though it is supposed to be changeable by user.
restart_16104,The Restart Project,GBR,Vacuum,Vacuum,Unknown,2017,End of life,2019-11-30,"Runs out of power quickly.  Possible battery problems, but may be issues with charging electronics also. Barrery replacement expensive and may not fix unit.  replacement relatively cheap...  User decied to replace.",en,"Runs out of power quickly.  Possible battery problems, but may be issues with charging electronics also. Barrery replacement expensive and may not fix unit.  replacement relatively cheap...  User decied to replace."
restart_14368,The Restart Project,SWE,Tablet,Tablet,Samsung,2013,Repairable,2019-08-11,"screen bubbling up, running slow. Needs screen and battery replacement. Samsung authorised dealer has part, but they twice as much as ifixit (parts only available in US) or ebay prices.",en,"screen bubbling up, running slow. Needs screen and battery replacement. Samsung authorised dealer has part, but they twice as much as ifixit (parts only available in US) or ebay prices."
restart_8566,The Restart Project,GBR,Laptop medium,Laptop,HP,????,Repairable,2018-06-05,"Screen stays black. Seems ok when plugged into mains, needs new battery. ",en,"Screen stays black. Seems ok when plugged into mains, needs new battery. "
rcwales_1608,Repair Cafe Wales,GBR,Electrical ~ Screwdriver,Power tool,Unknown,????,Repairable,2019-04-01,Screwdriver Corroded battery,en,Screwdriver Corroded battery
restart_15195,The Restart Project,HKG,Mobile,Mobile,Samsung,2015,Repairable,2019-10-13,"Second hand phone, user requests new battery. Battery ordered",en,"Second hand phone, user requests new battery. Battery ordered"
restart_3856,The Restart Project,GBR,Mobile,Mobile,Samsung,????,Repairable,2016-11-23,Slow and freezes. May need battery replaced.,en,Slow and freezes. May need battery replaced.
restart_15637,The Restart Project,SWE,Laptop medium,Laptop,Apple,2012,Repairable,2019-11-03,slow needs battery change?,en,slow needs battery change?
restart_15748,The Restart Project,GBR,Laptop medium,Laptop,Sony,2012,Repairable,2019-11-10,"Slow running. poor battery life.  Deleted surplus software, recommended battery provider.",en,"Slow running. poor battery life.  Deleted surplus software, recommended battery provider."
rcwales_4041,Repair Cafe Wales,GBR,Clock ~ small battery clock,Watch/clock,Unknown,????,End of life,2020-01-01,small battery clock not working,en,small battery clock not working
restart_7371,The Restart Project,GBR,Vacuum,Vacuum,Unknown,????,End of life,2018-03-03,"Small battery-powered carpet cleaner attached to a long handle, brand/model forgotten. The handle had snapped off from the hinge, as a clip had snapped off. The hinge also seemed to be stuck in one position. After freeing the hinge and offering to glue the handle onto it with epoxy resin, the user decided that the two positions/angles the handle was now moving between were not practical, and decided against the repair.",en,"Small battery-powered carpet cleaner attached to a long handle, brand/model forgotten. The handle had snapped off from the hinge, as a clip had snapped off. The hinge also seemed to be stuck in one position. After freeing the hinge and offering to glue the handle onto it with epoxy resin, the user decided that the two positions/angles the handle was now moving between were not practical, and decided against the repair."
rcwales_1489,Repair Cafe Wales,GBR,Electrical ~ solar powered alarm clock,Watch/clock,Unknown,????,Repairable,2019-11-01,"solar powered alarm clock ceiling display incomplete, only lasts 5 days on batteries",en,"solar powered alarm clock ceiling display incomplete, only lasts 5 days on batteries"
restart_12344,The Restart Project,GBR,Misc ~ Torch,Decorative or safety lights,Powerplus,2016,End of life,2019-03-24,"Solar/wind-up torch - stopped working, No way to open it to check batteries without fully destroying the product.",en,"Solar/wind-up torch - stopped working, No way to open it to check batteries without fully destroying the product."
restart_1787,The Restart Project,GBR,Hi-Fi separates ~ Speaker,Hi-Fi separates,Unknown,????,Repairable,2015-10-10,Speakers that can charge the batteries too. Turned out to have fake batteries! This is why the item wasn't working. Advised to buy rechargeable batteries and test.,en,Speakers that can charge the batteries too. Turned out to have fake batteries! This is why the item wasn't working. Advised to buy rechargeable batteries and test.
restart_6780,The Restart Project,GBR,Laptop medium,Laptop,HP,????,Repairable,2017-12-02,"spiller water on it. battery not working. advised to dry out with rich, hairdryer etc and test again",en,"spiller water on it. battery not working. advised to dry out with rich, hairdryer etc and test again"
restart_12150,The Restart Project,HKG,Laptop medium,Laptop,Apple,2017,Repairable,2019-03-17,"SSD not detected, not booting up. Gassing battery removed",en,"SSD not detected, not booting up. Gassing battery removed"
restart_11863,The Restart Project,HKG,Laptop medium,Laptop,Apple,2017,Repairable,2019-03-03,"SSD not detected; not booting up. Gassing battery. Ordered parts, will come back next party.",en,"SSD not detected; not booting up. Gassing battery. Ordered parts, will come back next party."
restart_8834,The Restart Project,GBR,Misc,Misc,Unknown,1988,Repairable,2018-07-21,Stopped and it's not the battery. Suspect it's the mechanism,en,Stopped and it's not the battery. Suspect it's the mechanism
restart_9148,The Restart Project,GBR,Tablet,Tablet,Google,????,Repairable,2018-09-15,Stopped working after commercial repair - Need new battery - Helped to find it on web,en,Stopped working after commercial repair - Need new battery - Helped to find it on web
restart_11930,The Restart Project,GBR,Vacuum,Vacuum,Dyson,2012,End of life,2019-03-09,stopped working after making noise - the battery is dead,en,stopped working after making noise - the battery is dead
rcint_20688,Repair Café International,CAN,Clocks / alarm clocks ~ Clock,Watch/clock,Seiko,1991,End of life,2019-08-24,"stopped working, not a battery issue",en,"stopped working, not a battery issue"
restart_16882,The Restart Project,GBR,Mobile,Mobile,Unknown,????,Repairable,2020-02-01,Stopped working.  Rechargable batteries dead.  Advised to buy new batteries.,en,Stopped working.  Rechargable batteries dead.  Advised to buy new batteries.
rcint_29099,Repair Café International,NLD,Tools electric ~ Electric hedge trimmer,Large home electrical,Topcraft,2013,End of life,2020-02-01,"Stopte er opeens mee, ondanks opgeladen batterij",nl,"Stopped suddenly with it, despite charging battery"
restart_6945,The Restart Project,GBR,Power tool ~ Strimmer,Power tool,Black & Decker,????,Repairable,2018-01-14,strimmer battery pack,sv,strimmer battery pack
restart_2430,The Restart Project,GBR,DLSR / Video Camera ~ Super 8 camera,DSLR/video camera,Unknown,????,Repairable,2016-03-21,Super 8 camera with batteries exploded and lens problem,en,Super 8 camera with batteries exploded and lens problem
restart_14614,The Restart Project,CAN,Mobile,Mobile,Unknown,????,Repairable,2019-09-12,Swapped an aging battery to keep this device alive!,en,Swapped an aging battery to keep this device alive!
restart_12805,The Restart Project,CAN,Mobile,Mobile,Apple,????,Repairable,2019-04-23,Swolen battery,en,Swolen battery
restart_9372,The Restart Project,ITA,Mobile,Mobile,Samsung,2013,Repairable,2018-09-29,swollen battery,en,swollen battery
restart_12934,The Restart Project,HKG,Laptop medium,Laptop,Apple,2015,Repairable,2019-04-28,"Swollen battery cell, trackpad disabled. Needs battery replacement and trackpad flex cable replacement",en,"Swollen battery cell, trackpad disabled. Needs battery replacement and trackpad flex cable replacement"
restart_12978,The Restart Project,HKG,Laptop medium,Laptop,Apple,2015,Repairable,2019-05-05,"swollen battery, non-responsive trackpad and keyboard except the power button, no display on screen",en,"swollen battery, non-responsive trackpad and keyboard except the power button, no display on screen"
restart_11833,The Restart Project,GBR,Laptop medium,Laptop,Apple,????,Repairable,2019-03-02,Swollen/failed battery. Needs new battery and SSD,en,Swollen/failed battery. Needs new battery and SSD
restart_297,The Restart Project,GBR,Tablet,Tablet,Apple,????,Repairable,2013-12-15,Tablet - No power - Lead works; battery problem,en,Tablet - No power - Lead works; battery problem
restart_16209,The Restart Project,GBR,Portable radio,Portable radio,Sony,????,End of life,2019-12-07,"Tapes won't play, radio reception bad, case slightly broken which affects battery connection",en,"Tapes won't play, radio reception bad, case slightly broken which affects battery connection"
restart_7822,The Restart Project,ISL,Mobile,Mobile,fairphone,2017,Repairable,2018-04-11,"the batterie was missing, so hard to figure out what is wrong, we'll take it with us next time too and continue with it.",en,"the batterie was missing, so hard to figure out what is wrong, we'll take it with us next time too and continue with it."
restart_15009,The Restart Project,SWE,Headphones,Headphones,Beats,2018,End of life,2019-10-02,The battery doesn't charge. We opened it - which didn't help and ended in a total failure of the device.,en,The battery doesn't charge. We opened it - which didn't help and ended in a total failure of the device.
restart_6809,The Restart Project,ESP,Laptop medium,Laptop,Unknown,????,End of life,2017-12-02,The battery isn't working.,en,The battery isn't working.
restart_6804,The Restart Project,ESP,Mobile,Mobile,Unknown,????,Repairable,2017-12-02,The battery quickly discharges and the mobile gets too warm.We recommend to update the software or a factory reset.,en,The battery quickly discharges and the mobile gets too warm.We recommend to update the software or a factory reset.
restart_16444,The Restart Project,ESP,Vacuum,Vacuum,Dyson,????,Repairable,2020-01-11,"The owner wanted to install a new electronic board, but it wouldn't work. We thought maybe it run out of battery.",en,"The owner wanted to install a new electronic board, but it wouldn't work. We thought maybe it run out of battery."
restart_2273,The Restart Project,GBR,Hair & Beauty item ~ Toothbrush,Hair & beauty item,OralB,????,End of life,2016-02-20,Toothbrush - non-replaceable battery,en,Toothbrush - non-replaceable battery
restart_9754,The Restart Project,GBR,Misc,Misc,Unknown,2015,Repairable,2018-10-20,Torch. Duracell AA batteries expanded in use. Can't remove. Advice given.,en,Torch. Duracell AA batteries expanded in use. Can't remove. Advice given.
restart_1717,The Restart Project,GBR,Decorative or safety lights ~ Torch,Decorative or safety lights,Unknown,????,Repairable,2015-09-26,"Torch. Loose connection. No batteries, unable to test.",en,"Torch. Loose connection. No batteries, unable to test."
rcwales_1652,Repair Cafe Wales,GBR,"Toy ~ Toys sound not working, Headtorch not coming on, toy laptop battery spring rusted, gas lighter doesnâ€™t switch on.",Toy,Unknown,????,Repairable,2019-06-01,"Toys sound not working, Headtorch not coming on, toy laptop battery spring rusted, gas lighter doesnâ€™t switch on. ",en,"Toys sound not working, Headtorch not coming on, toy laptop battery spring rusted, gas lighter doesnâ€™t switch on. "
restart_9051,The Restart Project,GBR,Laptop medium,Laptop,Apple,2013,Repairable,2018-09-09,"Trackpad not working, bulging out of case.  Battery not charging.  Battery had failed and bulged, pushing trackpad out of alignment.  Removed battery and realigned trackpad.  User given instruction on how to find and fit new battery (iFixit guide).",en,"Trackpad not working, bulging out of case.  Battery not charging.  Battery had failed and bulged, pushing trackpad out of alignment.  Removed battery and realigned trackpad.  User given instruction on how to find and fit new battery (iFixit guide)."
restart_10651,The Restart Project,GBR,Laptop medium,Laptop,Apple,2010,Repairable,2018-12-08,Trackpad not working.  Found the battery swollen and pressing on trackpad sensor.  Repairable by batter replacement.  User considering doing this but usig USB mouse pro tem.,en,Trackpad not working.  Found the battery swollen and pressing on trackpad sensor.  Repairable by batter replacement.  User considering doing this but usig USB mouse pro tem.
fixitclinic_470,Fixit Clinic,USA,UBL clip 2 small Bluetooth speaker ,Hi-Fi separates,UBL,2017,Repairable,2019-07-19,"UBL clip 2 small Bluetooth speaker  ~ The battery is no longer holding a charge. Nothing else is wrong with it, so I would like to replace the battery. I need help with the soldering part.",en,"UBL clip 2 small Bluetooth speaker  ~ The battery is no longer holding a charge. Nothing else is wrong with it, so I would like to replace the battery. I need help with the soldering part."
restart_12383,The Restart Project,GBR,Decorative or safety lights,Decorative or safety lights,Unknown,2004,End of life,2019-03-30,Unable to open to replace battery. Probably caused by battery leakage.https://maglite.com/support/faq,en,Unable to open to replace battery. Probably caused by battery leakage.https://maglite.com/support/faq
restart_12725,The Restart Project,HKG,Tablet,Tablet,Samsung,2014,Repairable,2019-04-14,Unstable battery; requires replacing,en,Unstable battery; requires replacing
restart_15508,The Restart Project,HKG,Laptop medium,Laptop,Apple,2011,Repairable,2019-10-27,User reports low computer suddenly. Activity monitor reveals no intense power usage - RAM seems fine too. Battery requires servicing. Likely cause of issues. Order new battery A1322,en,User reports low computer suddenly. Activity monitor reveals no intense power usage - RAM seems fine too. Battery requires servicing. Likely cause of issues. Order new battery A1322
restart_15194,The Restart Project,HKG,Laptop medium,Laptop,Apple,2015,Repairable,2019-10-13,User reports short battery life. 1102 battery cycles recorded. New battery ordered (A1582),en,User reports short battery life. 1102 battery cycles recorded. New battery ordered (A1582)
restart_15509,The Restart Project,HKG,Mobile,Mobile,Google,2016,Repairable,2019-10-27,User reports sudden shutdowns at 20% - battery runs out quickly. Never repaired before. Order new battery,en,User reports sudden shutdowns at 20% - battery runs out quickly. Never repaired before. Order new battery
restart_9748,The Restart Project,GBR,Misc,Misc,Unknown,2014,End of life,2018-10-20,Various rechargeble batteries. Need to know thether to recycle,en,Various rechargeble batteries. Need to know thether to recycle
rcint_817,Repair Café International,NLD,Computers/phones ~ Telephone (not mobile or smartphone),Misc,Panasonic,2015,Repairable,2017-04-22,Verkeerde soort batterij,nl,Wrong type of battery
restart_3593,The Restart Project,GBR,Portable radio,Portable radio,Stella,????,Repairable,2016-11-12,Vintage radio needed 9V batteries,en,Vintage radio needed 9V batteries
restart_16329,The Restart Project,GBR,Toy,Toy,Unknown,????,Repairable,2019-12-21,Volume too low - need to get new batteries,en,Volume too low - need to get new batteries
restart_15617,The Restart Project,GBR,Decorative or safety lights ~ Torch,Decorative or safety lights,Linkax,????,Repairable,2019-11-02,"Was not powering on, the spring for one end of the battery connection was found to have broken away from a small solder joint. The user was shown how to solder this back on, but the new solder joint was a bit messy and bridged to the other power pole, so this would need to be re-done, but they ran out of time and left it for later. The T-Exchange's local soldering class was advertised for practice.",en,"Was not powering on, the spring for one end of the battery connection was found to have broken away from a small solder joint. The user was shown how to solder this back on, but the new solder joint was a bit messy and bridged to the other power pole, so this would need to be re-done, but they ran out of time and left it for later. The T-Exchange's local soldering class was advertised for practice."
restart_5719,The Restart Project,GBR,Misc ~ Watch,Watch/clock,Unknown,????,Repairable,2017-07-22,Watch - new battery still not working. Outcome unknown,en,Watch - new battery still not working. Outcome unknown
rcint_24897,Repair Café International,CAN,Other ~ Wrist watch,Watch/clock,Quartz,????,End of life,2019-11-09,"Watch stopped working, hands don't move, have replaced battery before, but watch dies shortly after",en,"Watch stopped working, hands don't move, have replaced battery before, but watch dies shortly after"
restart_4234,The Restart Project,NOR,Power tool,Power tool,Bosch,????,Repairable,2017-01-28,Week battery,en,Week battery
restart_7062,The Restart Project,GBR,Small kitchen item ~ Scales,Small kitchen item,Unknown,????,Repairable,2018-01-28,Weighing scale. Advised on how to get around broken battery cover.,en,Weighing scale. Advised on how to get around broken battery cover.
rcint_20507,Repair Café International,NLD,Toys electric ~ Sewing machine,Toy,Singer,????,Repairable,2019-08-03,Werkt niet - batterijen compartiment?,nl,Does not work - battery compartment?
rcint_15235,Repair Café International,NLD,Household appliances electric ~ Lamp/lighting,Lamp,Unknown,????,Repairable,2019-03-02,werkt niet goed / contact batterijen?,nl,malfunctioning / contact batteries?
rcint_16624,Repair Café International,NLD,Toys electric ~ Toy,Toy,Jumbo,1999,End of life,2019-04-06,Werkt niet meer op adapter of batterijen,nl,Does not the power adapter or batteries
rcint_22779,Repair Café International,NLD,Clocks / alarm clocks ~ Alarm clock radio,Portable radio,Zazu,????,End of life,2019-10-05,"werkt wel op batterij, niet op stroom",nl,"it operates on battery power, not power"
rcint_28629,Repair Café International,CAN,Household appliances electric ~ Mobility scooter,Large home electrical,Glion,2017,End of life,2020-01-25,when plugged into charger battery doesn't charge,en,when plugged into charger battery doesn't charge
